YEAR,ID,AGE,SEX,MARITAL,PREMARSX,BIBLE,SEXFREQ
2006,3870,20,2,Never married,Sometimes wrong,Literal word of God,Once a month
2006,3912,20,2,Married,Sometimes wrong,Literal word of God,2-3 times per week
2006,3989,20,2,Never married,,,
2006,4100,20,1,Never married,,Literal word of God,2-3 times per week
2006,4114,20,1,Never married,Not wrong at all,Fables and legends,4+ times per week
2006,4229,20,1,Never married,Not wrong at all,,
2006,4236,20,2,Never married,,,
2006,4369,20,2,Never married,Not wrong at all,Fables and legends,Not at all
2008,127,20,1,Never married,Sometimes wrong,Literal word of God,2-3 times a month
2008,154,20,2,Never married,,Inspired word of God,
2008,160,20,1,Never married,,Inspired word of God,Not at all
2008,173,20,2,Never married,Not wrong at all,,2-3 times a month
2008,207,20,2,Never married,,Inspired word of God,Once or twice
2008,215,20,2,Never married,Not wrong at all,Inspired word of God,
2008,284,20,1,Never married,,Fables and legends,Not at all
2008,286,20,1,Never married,,Fables and legends,2-3 times a month
2008,394,20,2,Never married,Not wrong at all,Fables and legends,4+ times per week
2008,423,20,2,Never married,Always wrong,Inspired word of God,Weekly
2008,450,20,1,Never married,Always wrong,Literal word of God,Once or twice
2008,483,20,2,Never married,Always wrong,Inspired word of God,4+ times per week
2008,500,20,1,Never married,Not wrong at all,Literal word of God,4+ times per week
2008,507,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2008,562,20,2,Never married,,Literal word of God,4+ times per week
2008,579,20,2,Never married,Almost always wrong,Inspired word of God,Weekly
2008,660,20,2,Never married,,Inspired word of God,Weekly
2008,814,20,2,Never married,Sometimes wrong,Inspired word of God,Once a month
2008,867,20,1,Never married,,Fables and legends,4+ times per week
2008,927,20,2,Never married,Not wrong at all,Fables and legends,Not at all
2008,1071,20,2,Never married,,Literal word of God,Once or twice
2008,1242,20,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2008,1475,20,2,Never married,,Inspired word of God,Once or twice
2008,1547,20,2,Never married,Always wrong,Literal word of God,2-3 times a month
2008,1626,20,2,Never married,,Literal word of God,
2008,1809,20,1,Never married,Always wrong,Literal word of God,4+ times per week
2008,1846,20,2,Never married,Always wrong,Inspired word of God,4+ times per week
2008,1970,20,1,Never married,Sometimes wrong,Inspired word of God,
1989,81,21,2,Never married,Not wrong at all,Literal word of God,2-3 times per week
1989,114,21,2,Never married,Not wrong at all,Literal word of God,2-3 times per week
1989,192,21,1,Never married,Always wrong,Literal word of God,Not at all
1989,193,21,1,Never married,,,Not at all
1989,195,21,1,Never married,Sometimes wrong,Inspired word of God,
1989,197,21,2,Never married,Not wrong at all,Fables and legends,Once or twice
1989,260,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1989,308,21,2,Married,Sometimes wrong,Inspired word of God,Weekly
1989,353,21,1,Never married,Not wrong at all,Fables and legends,Not at all
1989,358,21,1,Never married,,,Not at all
1989,468,21,1,Never married,,,2-3 times per week
1989,473,21,1,Never married,,,2-3 times per week
1989,537,21,2,Never married,Not wrong at all,,2-3 times per week
1989,550,21,1,Never married,,,4+ times per week
1989,774,21,1,Never married,,,2-3 times a month
1989,863,21,1,Never married,,,4+ times per week
1989,880,21,2,Married,,,Weekly
1989,911,21,2,Never married,,,Not at all
1989,926,21,2,Married,Not wrong at all,Inspired word of God,Weekly
1989,1011,21,1,Never married,Not wrong at all,Inspired word of God,Weekly
1989,1049,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1989,1108,21,1,Never married,Sometimes wrong,Fables and legends,2-3 times per week
1989,1129,21,2,Divorced,Sometimes wrong,Inspired word of God,4+ times per week
1989,1161,21,2,Married,,Literal word of God,
1989,1323,21,2,Married,Always wrong,Inspired word of God,4+ times per week
1989,1372,21,2,Never married,Always wrong,Literal word of God,Weekly
1989,1400,21,1,Never married,Not wrong at all,Literal word of God,Not at all
1989,1427,21,1,Never married,,,Weekly
1989,1442,21,2,Never married,Sometimes wrong,Inspired word of God,Once or twice
1989,1443,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1989,1444,21,1,Never married,Not wrong at all,Inspired word of God,Weekly
1989,1452,21,1,Never married,Always wrong,Inspired word of God,Not at all
1989,1511,21,2,Never married,Almost always wrong,Inspired word of God,2-3 times a month
1990,50,21,1,Never married,Always wrong,Literal word of God,
1990,119,21,1,Never married,,,2-3 times a month
1990,401,21,2,Married,Always wrong,Literal word of God,
1990,489,21,2,Married,,,4+ times per week
1990,561,21,2,Never married,Sometimes wrong,Inspired word of God,
1990,562,21,2,Never married,Sometimes wrong,Inspired word of God,
1990,571,21,1,Never married,Not wrong at all,Fables and legends,4+ times per week
1990,608,21,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
1990,718,21,2,Married,,,
1990,724,21,1,Never married,Not wrong at all,,4+ times per week
1990,734,21,1,Never married,,,
1990,768,21,1,Married,Not wrong at all,Literal word of God,4+ times per week
1990,828,21,2,Married,Not wrong at all,Literal word of God,
1990,915,21,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1990,922,21,1,Never married,Not wrong at all,Inspired word of God,Not at all
1990,924,21,2,Never married,Sometimes wrong,Literal word of God,
1990,1144,21,1,Never married,Not wrong at all,Inspired word of God,
1990,1187,21,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1990,1259,21,1,Never married,Always wrong,Literal word of God,Not at all
1991,44,21,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1991,59,21,2,Never married,Not wrong at all,Inspired word of God,Once a month
1991,161,21,2,Never married,Not wrong at all,Literal word of God,2-3 times per week
1991,200,21,2,Never married,,,Weekly
1991,201,21,2,Never married,,,4+ times per week
1991,202,21,1,Never married,,,Weekly
1991,203,21,1,Never married,,,
1991,208,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1991,229,21,2,Never married,Not wrong at all,Literal word of God,Weekly
1991,259,21,1,Never married,Always wrong,Literal word of God,Not at all
1991,307,21,2,Never married,,,Not at all
1991,427,21,2,Never married,,,Weekly
1991,542,21,1,Never married,,,Not at all
1991,642,21,1,Never married,Always wrong,Literal word of God,Not at all
1991,803,21,2,Married,Not wrong at all,Fables and legends,2-3 times per week
1991,807,21,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
1991,816,21,2,Never married,Sometimes wrong,Inspired word of God,
1991,818,21,2,Never married,Always wrong,Literal word of God,Once a month
1991,831,21,1,Never married,,,Weekly
1991,894,21,1,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1991,904,21,1,Never married,Sometimes wrong,Literal word of God,Not at all
1991,1007,21,2,Never married,,Literal word of God,4+ times per week
1991,1011,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1991,1028,21,1,Never married,,,4+ times per week
1991,1032,21,2,Never married,Not wrong at all,Inspired word of God,Weekly
1991,1034,21,1,Never married,,,Not at all
1991,1068,21,2,Never married,,,Not at all
1991,1095,21,2,Married,Always wrong,Literal word of God,4+ times per week
1991,1118,21,1,Never married,Sometimes wrong,Literal word of God,2-3 times a month
1991,1142,21,2,Never married,,,2-3 times per week
1991,1192,21,1,Never married,Sometimes wrong,Inspired word of God,Weekly
1991,1242,21,1,Never married,Always wrong,Inspired word of God,Not at all
1991,1290,21,2,Never married,Not wrong at all,Inspired word of God,Once or twice
1991,1323,21,1,Never married,,,Weekly
1991,1418,21,2,Married,Always wrong,Literal word of God,
1991,1421,21,1,Never married,,,2-3 times per week
1991,1422,21,1,Never married,Not wrong at all,Fables and legends,Once a month
1991,1433,21,2,Never married,Sometimes wrong,Inspired word of God,
1993,258,21,2,Never married,,,Not at all
1993,307,21,1,Never married,,,Not at all
1993,334,21,1,Never married,,,Not at all
1993,348,21,2,Married,Not wrong at all,Inspired word of God,4+ times per week
1993,438,21,2,Never married,Sometimes wrong,Fables and legends,
1993,476,21,2,Married,Not wrong at all,Inspired word of God,4+ times per week
1993,485,21,2,Never married,,,2-3 times per week
1993,529,21,1,Never married,,,2-3 times per week
1993,631,21,2,Married,Sometimes wrong,Inspired word of God,Weekly
1993,677,21,2,Married,,,Weekly
1993,680,21,1,Never married,Always wrong,Literal word of God,Once a month
1993,736,21,2,Never married,Always wrong,Inspired word of God,Not at all
1993,844,21,2,Never married,Not wrong at all,Inspired word of God,4+ times per week
1993,1094,21,2,Never married,Not wrong at all,Inspired word of God,
1993,1106,21,2,Separated,Not wrong at all,Inspired word of God,2-3 times per week
1993,1154,21,2,Separated,,,4+ times per week
1993,1208,21,1,Never married,Sometimes wrong,Literal word of God,Once or twice
1993,1304,21,1,Married,Sometimes wrong,Inspired word of God,2-3 times per week
1993,1330,21,2,Married,Always wrong,Inspired word of God,2-3 times per week
1993,1395,21,1,Never married,Always wrong,Literal word of God,4+ times per week
1993,1420,21,1,Never married,,,Once a month
1993,1471,21,2,Married,Sometimes wrong,Literal word of God,2-3 times per week
1993,1532,21,2,Never married,,,2-3 times a month
1993,1574,21,2,Never married,,,2-3 times per week
1994,5,21,2,Never married,,,2-3 times per week
1994,55,21,2,Never married,Sometimes wrong,Inspired word of God,
1994,93,21,1,Never married,,,
1994,212,21,1,Never married,,,2-3 times per week
1994,652,21,1,Never married,,,Not at all
1994,957,21,2,Never married,,,Not at all
1994,1133,21,2,Never married,,,2-3 times per week
1994,1232,21,2,Never married,,,Once or twice
1994,1414,21,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1994,1598,21,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1994,1678,21,2,Never married,Always wrong,Literal word of God,2-3 times a month
1994,1863,21,2,Never married,Always wrong,Inspired word of God,Not at all
1994,1978,21,1,Never married,,,2-3 times a month
1994,2010,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1994,2011,21,2,Never married,,,2-3 times a month
1994,2063,21,1,Never married,,,
1994,2077,21,1,Never married,,,4+ times per week
1994,2126,21,2,Never married,Not wrong at all,Inspired word of God,Once or twice
1994,2183,21,1,Never married,,,Not at all
1994,2212,21,1,Never married,Almost always wrong,Inspired word of God,Not at all
1994,2285,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1994,2407,21,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1994,2413,21,2,Never married,Not wrong at all,Inspired word of God,Once or twice
1994,2447,21,1,Never married,,,Once or twice
1994,2749,21,1,Never married,,,2-3 times a month
1994,2768,21,2,Never married,Not wrong at all,Inspired word of God,Weekly
1994,2829,21,2,Married,Always wrong,Literal word of God,4+ times per week
1994,2882,21,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1994,2949,21,1,Married,Not wrong at all,Literal word of God,4+ times per week
1996,102,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,493,21,2,Never married,Not wrong at all,,2-3 times a month
1996,541,21,1,Never married,Not wrong at all,Fables and legends,Weekly
1996,877,21,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1996,879,21,1,Never married,,,
1996,896,21,1,Married,Sometimes wrong,Literal word of God,2-3 times per week
1996,940,21,1,Never married,,,Not at all
1996,1004,21,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1996,1150,21,1,Never married,Not wrong at all,Fables and legends,Weekly
1996,1179,21,1,Never married,Sometimes wrong,Inspired word of God,4+ times per week
1996,1229,21,2,Never married,Sometimes wrong,Fables and legends,2-3 times a month
1996,1317,21,2,Married,Sometimes wrong,Literal word of God,4+ times per week
1996,1497,21,1,Never married,Sometimes wrong,Inspired word of God,Once a month
1996,1505,21,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1996,1511,21,1,Never married,Always wrong,Literal word of God,Weekly
1996,1732,21,1,Never married,,,Not at all
1996,1756,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,1891,21,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
1996,1954,21,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1996,1957,21,1,Never married,,,2-3 times per week
1996,1965,21,1,Never married,,,4+ times per week
1996,2030,21,1,Never married,Not wrong at all,Fables and legends,4+ times per week
1996,2185,21,2,Married,,,2-3 times per week
1996,2262,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2263,21,1,Never married,Not wrong at all,Fables and legends,Weekly
1996,2285,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2357,21,2,Never married,,,2-3 times per week
1996,2384,21,1,Never married,Not wrong at all,Literal word of God,Once a month
1996,2458,21,2,Married,,,2-3 times per week
1996,2459,21,1,Married,,,2-3 times per week
1996,2460,21,2,Never married,Not wrong at all,Literal word of God,4+ times per week
1996,2549,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2618,21,2,Divorced,Sometimes wrong,Inspired word of God,2-3 times per week
1996,2633,21,2,Married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2706,21,2,Married,,,2-3 times per week
1996,2800,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
1996,2809,21,1,Married,,,Weekly
1998,4,21,1,Never married,Not wrong at all,Literal word of God,4+ times per week
1998,103,21,1,Never married,,,Not at all
1998,449,21,1,Never married,Always wrong,Literal word of God,Weekly
1998,611,21,2,Never married,,,Not at all
1998,664,21,2,Never married,Not wrong at all,,2-3 times a month
1998,794,21,1,Never married,Almost always wrong,Literal word of God,Not at all
1998,929,21,1,Married,Sometimes wrong,Inspired word of God,4+ times per week
1998,983,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1998,1037,21,2,Never married,,,
1998,1050,21,2,Divorced,Almost always wrong,Inspired word of God,Once or twice
1998,1190,21,2,Never married,,,Weekly
1998,1198,21,1,Never married,,,4+ times per week
1998,1207,21,2,Separated,Sometimes wrong,Literal word of God,2-3 times per week
1998,1247,21,2,Never married,Always wrong,Literal word of God,2-3 times per week
1998,1257,21,2,Married,,,2-3 times per week
1998,1305,21,2,Never married,Not wrong at all,Inspired word of God,Not at all
1998,1322,21,1,Never married,Not wrong at all,Inspired word of God,
1998,1353,21,2,Never married,,Inspired word of God,Weekly
1998,1413,21,1,Married,Not wrong at all,Literal word of God,4+ times per week
1998,1490,21,2,Never married,,Inspired word of God,2-3 times per week
1998,1498,21,2,Never married,Not wrong at all,Literal word of God,Not at all
1998,1563,21,1,Never married,Almost always wrong,Inspired word of God,Not at all
1998,1580,21,1,Never married,,,
1998,1605,21,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1998,1639,21,2,Never married,Not wrong at all,,Weekly
1998,1648,21,2,Never married,,Fables and legends,Once or twice
1998,1772,21,2,Never married,Not wrong at all,Inspired word of God,Weekly
1998,1821,21,2,Never married,Sometimes wrong,Literal word of God,2-3 times a month
1998,1862,21,2,Never married,,,4+ times per week
1998,1946,21,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1998,1947,21,2,Never married,,,Weekly
1998,1948,21,1,Never married,,Inspired word of God,2-3 times per week
1998,1966,21,1,Never married,Almost always wrong,Inspired word of God,Not at all
1998,1968,21,2,Never married,Not wrong at all,Fables and legends,4+ times per week
1998,1982,21,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
1998,1985,21,2,Never married,Always wrong,Literal word of God,2-3 times a month
1998,2066,21,2,Never married,Always wrong,Literal word of God,Not at all
1998,2174,21,1,Never married,Not wrong at all,Fables and legends,Once or twice
1998,2177,21,2,Married,Sometimes wrong,Fables and legends,2-3 times per week
1998,2326,21,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1998,2343,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1998,2619,21,1,Married,,Inspired word of God,2-3 times per week
1998,2641,21,1,Married,Always wrong,Literal word of God,2-3 times per week
1998,2670,21,1,Never married,Always wrong,Literal word of God,Not at all
1998,2713,21,1,Never married,Sometimes wrong,Inspired word of God,4+ times per week
1998,2726,21,1,Widowed,Sometimes wrong,Literal word of God,
1998,2728,21,1,Married,Not wrong at all,Inspired word of God,2-3 times per week
1998,2758,21,2,Never married,,Inspired word of God,Weekly
2000,60,21,2,Never married,,,
2000,217,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,222,21,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
2000,468,21,2,Never married,,Literal word of God,Weekly
2000,551,21,2,Never married,Sometimes wrong,,Weekly
2000,563,21,1,Never married,Not wrong at all,Fables and legends,
2000,693,21,2,Married,Not wrong at all,Inspired word of God,4+ times per week
2000,777,21,1,Never married,,Inspired word of God,4+ times per week
2000,875,21,2,Never married,,Literal word of God,4+ times per week
2000,903,21,1,Never married,Always wrong,Literal word of God,Not at all
2000,1006,21,2,Married,Sometimes wrong,Literal word of God,2-3 times per week
2000,1016,21,1,Never married,,Inspired word of God,Once or twice
2000,1020,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,1043,21,1,Married,,,Weekly
2000,1124,21,1,Never married,Not wrong at all,Fables and legends,4+ times per week
2000,1156,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,1244,21,2,Never married,Not wrong at all,Fables and legends,Weekly
2000,1382,21,1,Never married,,,2-3 times per week
2000,1426,21,2,Married,,,Weekly
2000,1439,21,2,Never married,Sometimes wrong,Fables and legends,Weekly
2000,1630,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
2000,1713,21,1,Never married,Always wrong,,
2000,1732,21,2,Never married,,,2-3 times a month
2000,1894,21,2,Never married,Always wrong,Inspired word of God,Not at all
2000,2155,21,1,Never married,Not wrong at all,Literal word of God,4+ times per week
2000,2272,21,2,Never married,Sometimes wrong,Inspired word of God,Weekly
2000,2277,21,1,Never married,,Inspired word of God,Not at all
2000,2278,21,2,Never married,Sometimes wrong,Inspired word of God,Once or twice
2000,2329,21,1,Never married,,,Weekly
2000,2547,21,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
2000,2563,21,1,Never married,,Inspired word of God,4+ times per week
2000,2566,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2000,2572,21,1,Married,,,2-3 times per week
2000,2622,21,2,Married,,Literal word of God,Once or twice
2000,2637,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2000,2702,21,1,Never married,Sometimes wrong,,Not at all
2000,2758,21,2,Never married,,Literal word of God,Not at all
2002,46,21,1,Never married,Almost always wrong,Inspired word of God,Weekly
2002,50,21,2,Married,,,2-3 times per week
2002,101,21,1,Never married,Always wrong,Inspired word of God,Once or twice
2002,105,21,1,Never married,,Fables and legends,Weekly
2002,237,21,2,Never married,,,2-3 times per week
2002,379,21,1,Married,,,4+ times per week
2002,466,21,2,Married,Sometimes wrong,Inspired word of God,4+ times per week
2002,517,21,2,Never married,Sometimes wrong,Literal word of God,Once a month
2002,691,21,2,Never married,Always wrong,Literal word of God,Weekly
2002,710,21,1,Never married,,Fables and legends,4+ times per week
2002,792,21,2,Never married,,,2-3 times per week
2002,825,21,1,Never married,Sometimes wrong,Inspired word of God,
2002,947,21,1,Never married,Not wrong at all,Literal word of God,Once or twice
2002,981,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2002,983,21,2,Never married,,,2-3 times per week
2002,1198,21,2,Never married,Not wrong at all,Inspired word of God,Once or twice
2002,1216,21,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2002,1243,21,2,Never married,,,2-3 times a month
2002,1395,21,2,Never married,Always wrong,Literal word of God,2-3 times per week
2002,1399,21,1,Never married,,Inspired word of God,2-3 times per week
2002,1415,21,2,Married,,,Weekly
2002,1430,21,2,Never married,,,Weekly
2002,1461,21,1,Married,,Fables and legends,4+ times per week
2002,1544,21,2,Never married,,,4+ times per week
2002,1637,21,1,Never married,,,Not at all
2002,1641,21,2,Never married,Not wrong at all,Fables and legends,4+ times per week
2002,1642,21,2,Never married,,Fables and legends,2-3 times per week
2002,1645,21,2,Never married,Always wrong,Inspired word of God,Not at all
2002,1743,21,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
2002,2236,21,2,Never married,,Literal word of God,Weekly
2002,2277,21,1,Never married,Always wrong,Literal word of God,Weekly
2002,2328,21,2,Married,,,2-3 times per week
2002,2371,21,2,Never married,,,2-3 times a month
2002,2401,21,1,Never married,,,Once or twice
2002,2419,21,2,Never married,,,2-3 times a month
2002,2438,21,2,Married,Almost always wrong,Fables and legends,
2002,2549,21,2,Never married,,,2-3 times per week
2002,2591,21,2,Never married,Sometimes wrong,Literal word of God,Weekly
2002,2665,21,2,Never married,,,
2002,2689,21,2,Never married,,,2-3 times a month
2004,145,21,1,Never married,Not wrong at all,,2-3 times a month
2004,148,21,1,Never married,Not wrong at all,Fables and legends,2-3 times a month
2004,219,21,1,Never married,Sometimes wrong,Inspired word of God,Once a month
2004,412,21,2,Never married,,,4+ times per week
2004,423,21,2,Never married,Always wrong,Literal word of God,4+ times per week
2004,497,21,1,Never married,Not wrong at all,Literal word of God,
2004,501,21,2,Never married,,,2-3 times a month
2004,754,21,1,Never married,,Inspired word of God,4+ times per week
2004,867,21,2,Married,Not wrong at all,Fables and legends,2-3 times per week
2004,913,21,1,Never married,Sometimes wrong,Fables and legends,Weekly
2004,1047,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2004,1144,21,2,Never married,,,2-3 times a month
2004,1179,21,1,Never married,Not wrong at all,Inspired word of God,
2004,1308,21,1,Never married,,,
2004,1315,21,2,Never married,Always wrong,Literal word of God,Not at all
2004,1329,21,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
2004,1384,21,1,Never married,,Inspired word of God,4+ times per week
2004,1458,21,2,Never married,,,Not at all
2004,1461,21,1,Never married,Sometimes wrong,Fables and legends,2-3 times a month
2004,1505,21,2,Never married,,,2-3 times per week
2004,1507,21,2,Never married,,,2-3 times per week
2004,1531,21,2,Married,,,2-3 times per week
2004,1650,21,2,Married,,,4+ times per week
2004,1662,21,1,Never married,,Inspired word of God,2-3 times per week
2004,1704,21,1,Never married,Sometimes wrong,Inspired word of God,4+ times per week
2004,1769,21,1,Never married,,,Weekly
2004,1784,21,2,Married,,,2-3 times per week
2004,1814,21,1,Never married,,,Not at all
2004,1896,21,2,Never married,Always wrong,Literal word of God,Not at all
2004,1945,21,2,Never married,,,2-3 times per week
2004,1957,21,2,Never married,,,Once a month
2004,2129,21,1,Never married,,Fables and legends,4+ times per week
2004,2338,21,1,Married,,,Weekly
2004,2432,21,1,Married,,,
2004,2503,21,1,Never married,,,Once or twice
2004,2607,21,2,Married,,,2-3 times a month
2004,2632,21,2,Never married,Not wrong at all,Inspired word of God,4+ times per week
2004,2795,21,1,Married,,,4+ times per week
2006,389,21,2,Married,,,
2006,409,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2006,537,21,1,Never married,Not wrong at all,Inspired word of God,Not at all
2006,576,21,1,Never married,,Inspired word of God,4+ times per week
2006,640,21,2,Never married,,Inspired word of God,2-3 times a month
2006,732,21,1,Never married,,Literal word of God,Not at all
2006,738,21,1,Never married,,Literal word of God,
2006,807,21,1,Never married,,,2-3 times per week
2006,1125,21,1,Never married,Not wrong at all,Fables and legends,Once a month
2006,1204,21,2,Married,,,
2006,1235,21,1,Never married,Sometimes wrong,Inspired word of God,Weekly
2006,1310,21,2,Never married,,Inspired word of God,Weekly
2006,1315,21,2,Never married,,,
2006,1369,21,1,Never married,,,
2006,1459,21,2,Married,Not wrong at all,Inspired word of God,
2006,1483,21,1,Never married,Not wrong at all,Literal word of God,Once or twice
2006,1623,21,1,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
2006,1777,21,1,Never married,,Fables and legends,2-3 times a month
2006,1810,21,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
2006,1978,21,1,Divorced,,,
2006,2206,21,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
2006,2283,21,1,Never married,,,
2006,2348,21,2,Never married,Not wrong at all,Inspired word of God,Not at all
2006,2354,21,2,Never married,Not wrong at all,Inspired word of God,Weekly
2006,2579,21,2,Never married,Not wrong at all,Literal word of God,4+ times per week
2006,2603,21,2,Married,Always wrong,Inspired word of God,2-3 times per week
2006,2610,21,1,Never married,,,
2006,2618,21,2,Never married,,,
2006,2619,21,2,Never married,Always wrong,Literal word of God,Not at all
2006,2816,21,1,Never married,,Inspired word of God,2-3 times a month
2006,2966,21,2,Married,Not wrong at all,Literal word of God,
2006,3032,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
2006,3070,21,2,Never married,,Literal word of God,Not at all
2006,3072,21,2,Never married,Sometimes wrong,Fables and legends,Once a month
2006,3099,21,2,Never married,Not wrong at all,Literal word of God,Weekly
2006,3140,21,1,Never married,,Inspired word of God,4+ times per week
2006,3146,21,2,Married,Not wrong at all,Inspired word of God,Weekly
2006,3188,21,2,Never married,Always wrong,Inspired word of God,Not at all
2006,3189,21,2,Never married,,,
2006,3219,21,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2006,3363,21,2,Never married,,Inspired word of God,2-3 times a month
2006,3495,21,2,Married,Not wrong at all,Literal word of God,Weekly
2006,3708,21,1,Never married,Always wrong,Inspired word of God,2-3 times per week
2006,3849,21,1,Never married,,Literal word of God,
2006,3919,21,1,Never married,,,Not at all
2006,4121,21,2,Never married,,,
2006,4146,21,1,Never married,,,
2006,4284,21,2,Never married,Not wrong at all,Fables and legends,4+ times per week
2006,4303,21,1,Never married,,Inspired word of God,Once or twice
2006,4319,21,1,Married,,,
2006,4392,21,2,Never married,,,
2006,4497,21,1,Married,,,
2008,7,21,2,Never married,,Fables and legends,Once or twice
2008,107,21,1,Never married,Not wrong at all,Literal word of God,
2008,158,21,1,Never married,,Inspired word of God,4+ times per week
2008,348,21,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2008,447,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2008,713,21,2,Never married,,Inspired word of God,2-3 times a month
2008,787,21,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
2008,793,21,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
2008,840,21,2,Never married,Not wrong at all,,2-3 times per week
2008,953,21,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
2008,1248,21,2,Never married,Sometimes wrong,Literal word of God,Once a month
2008,1435,21,2,Never married,,Inspired word of God,Weekly
2008,1480,21,2,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
2008,1593,21,1,Never married,Not wrong at all,Literal word of God,
2008,1682,21,2,Never married,Always wrong,Literal word of God,Weekly
2008,1683,21,2,Never married,Not wrong at all,Inspired word of God,
2008,1720,21,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2008,1721,21,2,Married,Always wrong,Inspired word of God,2-3 times per week
2008,1933,21,1,Never married,Always wrong,Literal word of God,Not at all
2008,1973,21,1,Never married,Not wrong at all,Fables and legends,4+ times per week
2008,2010,21,2,Never married,Not wrong at all,Inspired word of God,Weekly
1989,1,22,1,Widowed,Not wrong at all,,4+ times per week
1989,12,22,2,Never married,,,4+ times per week
1989,24,22,1,Never married,Not wrong at all,Fables and legends,Once a month
1989,92,22,2,Married,,,2-3 times per week
1989,115,22,1,Never married,Almost always wrong,Inspired word of God,2-3 times a month
1989,157,22,1,Never married,Not wrong at all,Inspired word of God,Weekly
1989,191,22,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1989,263,22,2,Never married,Always wrong,Inspired word of God,Not at all
1989,513,22,2,Never married,,,Weekly
1989,538,22,1,Never married,,,2-3 times per week
1989,685,22,2,Never married,Not wrong at all,Literal word of God,
1989,829,22,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
1989,995,22,1,Married,Sometimes wrong,Literal word of God,2-3 times per week
1989,1197,22,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1989,1226,22,2,Divorced,Not wrong at all,Inspired word of God,2-3 times a month
1989,1330,22,2,Married,Not wrong at all,Literal word of God,2-3 times per week
