YEAR,ID,AGE,SEX,MARITAL,PREMARSX,BIBLE,SEXFREQ
1989,22,18,1,Never married,,,Weekly
1989,124,18,2,Never married,,,2-3 times per week
1989,409,18,2,Never married,Almost always wrong,Inspired word of God,Not at all
1989,539,18,2,Never married,Not wrong at all,Inspired word of God,Not at all
1989,1139,18,2,Never married,Sometimes wrong,Inspired word of God,Not at all
1990,126,18,1,Never married,Not wrong at all,Fables and legends,2-3 times a month
1990,338,18,2,Never married,Sometimes wrong,Literal word of God,Not at all
1990,469,18,1,Never married,,,
1990,1026,18,2,Never married,,,2-3 times per week
1991,188,18,1,Never married,Not wrong at all,Fables and legends,Once or twice
1991,679,18,2,Married,Sometimes wrong,Inspired word of God,4+ times per week
1991,1120,18,2,Never married,,,Once a month
1993,99,18,1,Never married,,,4+ times per week
1993,683,18,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1993,740,18,2,Never married,,,2-3 times per week
1993,1019,18,2,Never married,Sometimes wrong,Literal word of God,2-3 times a month
1993,1468,18,1,Never married,,,Once a month
1994,252,18,1,Never married,Not wrong at all,Fables and legends,
1994,703,18,1,Never married,,,Once or twice
1994,1214,18,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1994,1765,18,2,Married,Always wrong,Literal word of God,
1994,2199,18,2,Never married,Always wrong,Literal word of God,Once or twice
1994,2480,18,1,Married,Sometimes wrong,Fables and legends,4+ times per week
1994,2579,18,1,Never married,Not wrong at all,Literal word of God,
1994,2592,18,1,Never married,Sometimes wrong,Inspired word of God,2-3 times per week
1994,2637,18,2,Never married,,,2-3 times a month
1996,91,18,2,Never married,Sometimes wrong,Fables and legends,
1996,1033,18,1,Never married,Not wrong at all,Inspired word of God,Weekly
1996,1327,18,2,Never married,,,Once or twice
1996,1704,18,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1996,2218,18,2,Never married,Always wrong,Inspired word of God,Not at all
1996,2810,18,2,Never married,,,Not at all
1996,2813,18,2,Never married,Not wrong at all,Inspired word of God,Once or twice
1998,1041,18,2,Never married,,Inspired word of God,Not at all
1998,1048,18,1,Divorced,,Inspired word of God,2-3 times a month
1998,1452,18,2,Never married,Not wrong at all,Inspired word of God,Not at all
1998,1958,18,1,Never married,,,4+ times per week
1998,2180,18,1,Never married,,,Weekly
1998,2448,18,1,Never married,,Literal word of God,4+ times per week
2000,285,18,2,Never married,,Literal word of God,
2000,338,18,1,Never married,,,Not at all
2000,652,18,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
2000,674,18,2,Never married,Not wrong at all,Inspired word of God,Not at all
2000,831,18,2,Never married,Sometimes wrong,Inspired word of God,Once a month
2000,1019,18,2,Never married,,,2-3 times per week
2000,1071,18,1,Never married,,,2-3 times a month
2002,199,18,1,Never married,,,
2002,1886,18,1,Never married,,Literal word of God,
2002,2486,18,1,Never married,,,2-3 times a month
2002,2523,18,1,Never married,,,
2004,96,18,2,Never married,,,
2004,202,18,1,Never married,,,Not at all
2004,273,18,2,Married,,,2-3 times per week
2004,314,18,1,Never married,,,Once or twice
2004,450,18,2,Never married,,,
2004,646,18,1,Never married,,,Once or twice
2004,667,18,2,Never married,Sometimes wrong,Fables and legends,Not at all
2004,1158,18,2,Never married,,Fables and legends,Not at all
2004,1164,18,1,Never married,,Inspired word of God,
2004,1193,18,2,Never married,,,Not at all
2004,1229,18,2,Never married,Not wrong at all,Fables and legends,4+ times per week
2004,1271,18,1,Never married,,,
2004,1342,18,1,Never married,,,Not at all
2004,1444,18,1,Never married,,,2-3 times per week
2004,1460,18,1,Never married,Not wrong at all,Inspired word of God,Not at all
2004,1607,18,2,Never married,Always wrong,Inspired word of God,
2004,1776,18,1,Never married,Sometimes wrong,Literal word of God,4+ times per week
2004,1797,18,1,Never married,Almost always wrong,Inspired word of God,4+ times per week
2004,2003,18,1,Never married,,,
2004,2079,18,2,Never married,,,2-3 times a month
2004,2182,18,2,Never married,,,Weekly
2004,2231,18,1,Never married,,,Once a month
2004,2311,18,2,Never married,,Literal word of God,4+ times per week
2004,2356,18,2,Never married,,,Not at all
2004,2416,18,1,Never married,Always wrong,Inspired word of God,Not at all
2004,2475,18,1,Never married,,,
2004,2599,18,1,Never married,,Inspired word of God,2-3 times a month
2006,18,18,2,Never married,Not wrong at all,Inspired word of God,
2006,216,18,1,Never married,,,
2006,283,18,1,Never married,,Fables and legends,Once a month
2006,332,18,1,Never married,Almost always wrong,Inspired word of God,Not at all
2006,400,18,1,Never married,,,
2006,457,18,2,Never married,Sometimes wrong,Inspired word of God,4+ times per week
2006,661,18,2,Never married,Always wrong,Inspired word of God,2-3 times per week
2006,788,18,1,Never married,,Literal word of God,2-3 times per week
2006,1153,18,1,Never married,,,
2006,1426,18,1,Never married,Not wrong at all,Literal word of God,2-3 times a month
2006,1663,18,2,Never married,,,
2006,1876,18,2,Never married,Almost always wrong,Inspired word of God,Not at all
2006,2203,18,2,Never married,,Fables and legends,Once or twice
2006,2445,18,1,Never married,,Inspired word of God,2-3 times per week
2006,3750,18,2,Never married,,Inspired word of God,Once or twice
2006,3929,18,1,Never married,Sometimes wrong,Literal word of God,Weekly
2006,3937,18,2,Never married,,,
2006,4209,18,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
2006,4273,18,1,Never married,,,
2008,142,18,1,Never married,,Inspired word of God,2-3 times a month
2008,289,18,2,Never married,,Inspired word of God,Once or twice
2008,739,18,2,Married,Always wrong,Inspired word of God,Weekly
2008,782,18,2,Never married,Not wrong at all,,Not at all
2008,1146,18,2,Never married,,Literal word of God,2-3 times per week
2008,1304,18,1,Never married,Not wrong at all,Literal word of God,Once a month
1989,8,19,2,Never married,,,Not at all
1989,89,19,2,Married,,,2-3 times per week
1989,138,19,2,Never married,,,Once a month
1989,289,19,2,Never married,Not wrong at all,Literal word of God,4+ times per week
1989,321,19,1,Never married,Not wrong at all,Fables and legends,2-3 times a month
1989,380,19,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1989,386,19,2,Never married,,,2-3 times a month
1989,472,19,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1989,544,19,2,Never married,Always wrong,Inspired word of God,Not at all
1989,552,19,2,Never married,,,Weekly
1989,768,19,2,Never married,Not wrong at all,Literal word of God,Not at all
1989,778,19,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1989,806,19,2,Married,,,
1989,819,19,2,Never married,,Fables and legends,Not at all
1989,833,19,1,Never married,Always wrong,Literal word of God,2-3 times per week
1989,853,19,2,Never married,Not wrong at all,Literal word of God,2-3 times a month
1989,868,19,2,Married,Always wrong,Literal word of God,4+ times per week
1989,874,19,2,Never married,,,Once or twice
1989,892,19,1,Never married,,,Once a month
1989,953,19,1,Never married,,,Not at all
1989,993,19,1,Never married,Sometimes wrong,Literal word of God,4+ times per week
1989,1082,19,1,Never married,,,Not at all
1989,1131,19,2,Married,,,2-3 times per week
1989,1240,19,1,Never married,Always wrong,Literal word of God,Not at all
1989,1460,19,1,Never married,,,2-3 times per week
1989,1537,19,2,Married,Always wrong,Inspired word of God,Weekly
1990,32,19,1,Never married,,,4+ times per week
1990,80,19,2,Never married,,,2-3 times a month
1990,288,19,2,Never married,Almost always wrong,Inspired word of God,Once a month
1990,300,19,2,Never married,Almost always wrong,Literal word of God,
1990,444,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1990,476,19,2,Never married,,,
1990,551,19,2,Never married,Sometimes wrong,Inspired word of God,
1990,683,19,2,Never married,Not wrong at all,Inspired word of God,
1990,717,19,1,Never married,Sometimes wrong,Literal word of God,Once a month
1990,747,19,1,Never married,Sometimes wrong,Inspired word of God,Weekly
1990,755,19,2,Never married,Always wrong,Literal word of God,Not at all
1990,864,19,1,Never married,Not wrong at all,Inspired word of God,Once or twice
1990,1030,19,1,Never married,,,
1990,1135,19,2,Never married,,,Once a month
1990,1300,19,1,Never married,,,
1991,335,19,1,Never married,Not wrong at all,,4+ times per week
1991,475,19,2,Never married,,,4+ times per week
1991,482,19,2,Never married,,,Once or twice
1991,498,19,1,Never married,,,2-3 times per week
1991,506,19,2,Never married,,Literal word of God,Once or twice
1991,775,19,2,Never married,,,Not at all
1991,978,19,2,Never married,Sometimes wrong,Fables and legends,Not at all
1991,1029,19,2,Never married,Not wrong at all,Fables and legends,2-3 times a month
1991,1053,19,2,Never married,,,
1993,62,19,2,Never married,Sometimes wrong,Fables and legends,2-3 times a month
1993,323,19,2,Never married,,,2-3 times a month
1993,327,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
1993,380,19,1,Never married,Sometimes wrong,Inspired word of God,Once a month
1993,381,19,2,Never married,Always wrong,Inspired word of God,Not at all
1993,384,19,2,Never married,Almost always wrong,Literal word of God,
1993,387,19,1,Never married,,,2-3 times per week
1993,407,19,2,Never married,Not wrong at all,Fables and legends,Once or twice
1993,554,19,1,Never married,Always wrong,Inspired word of God,Not at all
1993,855,19,1,Never married,Not wrong at all,Fables and legends,
1993,858,19,2,Never married,,,Not at all
1993,1190,19,1,Never married,,,Not at all
1993,1428,19,2,Never married,Not wrong at all,Literal word of God,Once a month
1993,1470,19,1,Never married,,,Not at all
1993,1472,19,1,Never married,Always wrong,Literal word of God,4+ times per week
1993,1489,19,1,Never married,,,2-3 times a month
1993,1576,19,1,Never married,Not wrong at all,Fables and legends,Once a month
1993,1589,19,1,Never married,,,Not at all
1994,302,19,2,Never married,Not wrong at all,Literal word of God,Not at all
1994,333,19,2,Never married,Sometimes wrong,Literal word of God,Once or twice
1994,348,19,1,Never married,Almost always wrong,Inspired word of God,2-3 times per week
1994,481,19,1,Never married,,,Not at all
1994,567,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1994,599,19,2,Never married,,,Not at all
1994,841,19,1,Never married,,,Once a month
1994,964,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
1994,1092,19,1,Never married,,,Not at all
1994,1183,19,2,Never married,Not wrong at all,,2-3 times per week
1994,1208,19,2,Never married,,,
1994,1267,19,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1994,1287,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
1994,1312,19,2,Never married,,,Not at all
1994,1344,19,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1994,1637,19,2,Never married,Sometimes wrong,Fables and legends,2-3 times a month
1994,1718,19,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1994,1825,19,2,Never married,,,Once or twice
1994,1877,19,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1994,1880,19,1,Never married,,,Once a month
1994,1931,19,1,Never married,Sometimes wrong,Literal word of God,2-3 times a month
1994,1938,19,1,Never married,Not wrong at all,Inspired word of God,
1994,2321,19,1,Never married,,,2-3 times per week
1994,2503,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
1994,2738,19,1,Never married,Sometimes wrong,Literal word of God,Once or twice
1994,2782,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
1994,2864,19,2,Never married,Almost always wrong,Inspired word of God,Not at all
1996,79,19,1,Never married,,,Once a month
1996,99,19,1,Never married,,,2-3 times per week
1996,145,19,1,Never married,,Inspired word of God,Not at all
1996,250,19,2,Never married,Not wrong at all,Literal word of God,2-3 times per week
1996,276,19,2,Never married,Not wrong at all,Fables and legends,Not at all
1996,428,19,2,Never married,Not wrong at all,Fables and legends,Not at all
1996,587,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1996,677,19,1,Never married,,,
1996,747,19,1,Never married,Almost always wrong,Inspired word of God,Weekly
1996,767,19,2,Married,,,2-3 times per week
1996,826,19,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1996,913,19,2,Never married,,,2-3 times per week
1996,916,19,1,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1996,957,19,1,Never married,Almost always wrong,Inspired word of God,Once a month
1996,1065,19,1,Never married,Not wrong at all,Fables and legends,Once or twice
1996,1154,19,1,Never married,Not wrong at all,,4+ times per week
1996,1198,19,1,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1996,1800,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1996,1816,19,2,Never married,Always wrong,Literal word of God,Not at all
1996,1918,19,1,Never married,Not wrong at all,Fables and legends,Once or twice
1996,1968,19,2,Never married,Not wrong at all,Inspired word of God,
1996,2159,19,2,Never married,,,Not at all
1996,2162,19,2,Never married,Not wrong at all,Inspired word of God,Once or twice
1996,2170,19,2,Never married,Not wrong at all,Fables and legends,Once a month
1996,2195,19,1,Never married,Not wrong at all,Fables and legends,2-3 times per week
1996,2350,19,2,Never married,Almost always wrong,Inspired word of God,2-3 times per week
1996,2594,19,2,Never married,,,2-3 times a month
1996,2629,19,1,Never married,,,Once or twice
1996,2713,19,1,Never married,Sometimes wrong,Literal word of God,Once a month
1996,2762,19,2,Never married,,Literal word of God,Once or twice
1996,2783,19,2,Never married,Sometimes wrong,Literal word of God,2-3 times per week
1996,2794,19,2,Never married,,,
1996,2806,19,2,Never married,Not wrong at all,,2-3 times per week
1996,2839,19,1,Never married,Always wrong,Inspired word of God,Not at all
1998,44,19,2,Never married,Always wrong,Inspired word of God,Not at all
1998,113,19,2,Never married,Sometimes wrong,Literal word of God,Weekly
1998,222,19,1,Never married,,Literal word of God,2-3 times a month
1998,269,19,2,Never married,,,
1998,451,19,2,Never married,,,2-3 times per week
1998,562,19,2,Never married,,,Once or twice
1998,578,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
1998,640,19,2,Never married,Sometimes wrong,Fables and legends,Not at all
1998,871,19,2,Never married,Sometimes wrong,Inspired word of God,Not at all
1998,876,19,1,Never married,,,Not at all
1998,884,19,2,Never married,Always wrong,Inspired word of God,Not at all
1998,891,19,2,Never married,,Literal word of God,Once a month
1998,921,19,2,Never married,Not wrong at all,Fables and legends,2-3 times per week
1998,938,19,2,Never married,,,Not at all
1998,1013,19,2,Never married,Not wrong at all,Fables and legends,Weekly
1998,1030,19,2,Never married,,Inspired word of God,Weekly
1998,1083,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
1998,1226,19,2,Never married,,Fables and legends,Not at all
1998,1240,19,2,Married,,Literal word of God,2-3 times per week
1998,1396,19,2,Never married,Always wrong,Literal word of God,2-3 times per week
1998,1552,19,1,Never married,Almost always wrong,Fables and legends,4+ times per week
1998,1657,19,2,Never married,,,4+ times per week
1998,1659,19,1,Never married,Sometimes wrong,Inspired word of God,
1998,1743,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
1998,1758,19,2,Never married,,,2-3 times a month
1998,1803,19,1,Never married,,,Weekly
1998,1818,19,2,Never married,,Literal word of God,Once or twice
1998,1824,19,1,Never married,,Inspired word of God,2-3 times a month
1998,1872,19,2,Married,,,2-3 times a month
1998,1879,19,2,Never married,Not wrong at all,Literal word of God,Once a month
1998,1943,19,1,Never married,,Fables and legends,2-3 times per week
1998,1975,19,1,Never married,,Inspired word of God,Not at all
1998,1983,19,2,Never married,,,Once or twice
1998,2543,19,1,Never married,Almost always wrong,Literal word of God,Once or twice
1998,2547,19,1,Never married,Always wrong,Literal word of God,Not at all
1998,2759,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2000,23,19,1,Never married,Sometimes wrong,Fables and legends,Not at all
2000,167,19,1,Never married,,,Not at all
2000,268,19,1,Never married,,,
2000,354,19,1,Never married,Always wrong,Literal word of God,4+ times per week
2000,357,19,1,Never married,,,2-3 times per week
2000,484,19,2,Never married,,,Once a month
2000,560,19,2,Never married,Sometimes wrong,Literal word of God,4+ times per week
2000,581,19,1,Never married,Not wrong at all,Inspired word of God,
2000,585,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,606,19,2,Never married,Not wrong at all,Literal word of God,
2000,681,19,1,Never married,,Literal word of God,2-3 times per week
2000,712,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2000,760,19,1,Divorced,Not wrong at all,Literal word of God,Once or twice
2000,916,19,1,Married,Always wrong,Literal word of God,2-3 times a month
2000,1055,19,1,Never married,,,Once or twice
2000,1119,19,2,Never married,Sometimes wrong,Literal word of God,2-3 times per week
2000,1134,19,1,Never married,Not wrong at all,Inspired word of God,Weekly
2000,1207,19,2,Never married,Always wrong,Inspired word of God,Once or twice
2000,1276,19,2,Never married,Always wrong,Literal word of God,Not at all
2000,1303,19,1,Never married,Sometimes wrong,,Weekly
2000,1452,19,2,Never married,,,Weekly
2000,1459,19,2,Never married,,,Not at all
2000,1476,19,1,Never married,,Inspired word of God,Not at all
2000,1484,19,2,Never married,,,2-3 times a month
2000,1624,19,1,Never married,,Literal word of God,4+ times per week
2000,1667,19,2,Never married,,,4+ times per week
2000,1769,19,1,Never married,Always wrong,Inspired word of God,Not at all
2000,1887,19,2,Never married,,Inspired word of God,Not at all
2000,1913,19,2,Never married,Not wrong at all,Fables and legends,Once a month
2000,1914,19,2,Never married,Not wrong at all,Fables and legends,4+ times per week
2000,2001,19,1,Never married,,Literal word of God,
2000,2127,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2000,2132,19,2,Never married,Not wrong at all,Inspired word of God,Not at all
2000,2213,19,1,Never married,Not wrong at all,Literal word of God,Not at all
2000,2227,19,2,Married,,,
2000,2515,19,1,Never married,,Literal word of God,4+ times per week
2000,2520,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2000,2560,19,1,Never married,Sometimes wrong,Inspired word of God,Weekly
2000,2593,19,1,Never married,Sometimes wrong,Fables and legends,2-3 times per week
2000,2654,19,1,Never married,Always wrong,Literal word of God,
2000,2698,19,2,Never married,,Literal word of God,Once or twice
2000,2703,19,2,Married,,,4+ times per week
2000,2722,19,1,Never married,Sometimes wrong,Literal word of God,
2000,2778,19,2,Never married,Not wrong at all,Fables and legends,Weekly
2002,10,19,2,Never married,,,Once a month
2002,129,19,1,Never married,Sometimes wrong,,4+ times per week
2002,189,19,2,Divorced,,,
2002,329,19,2,Never married,Always wrong,Inspired word of God,2-3 times a month
2002,658,19,1,Never married,,,Not at all
2002,887,19,1,Never married,Sometimes wrong,Inspired word of God,Once a month
2002,904,19,2,Never married,,,4+ times per week
2002,911,19,2,Never married,,,Once or twice
2002,1129,19,1,Never married,Almost always wrong,Inspired word of God,4+ times per week
2002,1348,19,2,Never married,,,2-3 times per week
2002,1349,19,2,Never married,,,4+ times per week
2002,1601,19,1,Never married,Not wrong at all,Literal word of God,Not at all
2002,1718,19,2,Never married,,,Not at all
2002,1736,19,2,Never married,,,2-3 times per week
2002,1927,19,2,Never married,Almost always wrong,Inspired word of God,2-3 times a month
2002,2002,19,2,Never married,,,2-3 times a month
2002,2160,19,1,Never married,,Inspired word of God,2-3 times per week
2002,2210,19,2,Never married,,,Not at all
2002,2237,19,1,Never married,,,2-3 times a month
2002,2291,19,1,Never married,Sometimes wrong,Fables and legends,4+ times per week
2002,2315,19,2,Never married,,,2-3 times per week
2002,2370,19,1,Never married,,,Once or twice
2002,2489,19,2,Never married,Not wrong at all,Inspired word of God,4+ times per week
2002,2646,19,1,Never married,,,Once a month
2002,2719,19,2,Never married,,,2-3 times a month
2004,9,19,1,Never married,,Fables and legends,Once a month
2004,25,19,1,Never married,,Inspired word of God,Weekly
2004,133,19,1,Never married,,,
2004,277,19,1,Never married,,,Not at all
2004,332,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
2004,478,19,2,Never married,,,2-3 times per week
2004,485,19,2,Never married,,,Not at all
2004,512,19,1,Never married,,,2-3 times per week
2004,518,19,2,Never married,,Literal word of God,
2004,527,19,1,Never married,,Inspired word of God,2-3 times a month
2004,561,19,2,Never married,,,Once or twice
2004,734,19,2,Never married,,,2-3 times a month
2004,824,19,2,Never married,,,Not at all
2004,999,19,2,Never married,,,Not at all
2004,1002,19,2,Never married,Almost always wrong,Literal word of God,Not at all
2004,1027,19,2,Never married,,,Once or twice
2004,1344,19,1,Never married,,,4+ times per week
2004,1346,19,2,Never married,,Literal word of God,Not at all
2004,1417,19,2,Never married,,,Once or twice
2004,1454,19,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2004,1465,19,2,Married,,,4+ times per week
2004,1690,19,1,Never married,Always wrong,Literal word of God,Not at all
2004,1696,19,1,Never married,Sometimes wrong,Literal word of God,2-3 times per week
2004,1779,19,2,Never married,,Inspired word of God,Once or twice
2004,2089,19,1,Never married,,,
2004,2279,19,2,Married,,,
2004,2394,19,2,Married,Not wrong at all,Literal word of God,
2004,2544,19,1,Never married,,,Once or twice
2004,2593,19,2,Never married,,,2-3 times per week
2004,2641,19,2,Married,Always wrong,Literal word of God,Once a month
2004,2643,19,2,Never married,,Inspired word of God,2-3 times per week
2004,2651,19,1,Never married,Almost always wrong,Literal word of God,Not at all
2004,2654,19,2,Never married,,,4+ times per week
2006,243,19,1,Never married,,Literal word of God,Weekly
2006,516,19,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
2006,575,19,2,Never married,,Fables and legends,Once a month
2006,694,19,2,Never married,Almost always wrong,Fables and legends,Not at all
2006,712,19,1,Never married,Sometimes wrong,,2-3 times a month
2006,736,19,2,Never married,,,
2006,742,19,2,Never married,,Literal word of God,
2006,818,19,1,Never married,Not wrong at all,Inspired word of God,2-3 times per week
2006,854,19,1,Never married,Not wrong at all,Literal word of God,4+ times per week
2006,988,19,2,Never married,,Inspired word of God,Not at all
2006,1119,19,1,Never married,,,
2006,1180,19,2,Never married,,,
2006,1188,19,2,Never married,Always wrong,Literal word of God,Not at all
2006,1318,19,1,Never married,Almost always wrong,Literal word of God,Not at all
2006,1396,19,1,Never married,,,
2006,1474,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
2006,1513,19,2,Never married,Sometimes wrong,Literal word of God,4+ times per week
2006,1539,19,1,Never married,,Literal word of God,Once or twice
2006,1583,19,1,Never married,Not wrong at all,Inspired word of God,Once or twice
2006,1587,19,2,Widowed,Not wrong at all,Literal word of God,
2006,1643,19,2,Never married,,,
2006,1705,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2006,1770,19,2,Married,,,
2006,1963,19,2,Never married,Not wrong at all,Inspired word of God,2-3 times a month
2006,1971,19,1,Never married,,Inspired word of God,2-3 times per week
2006,2056,19,1,Never married,,,
2006,2149,19,2,Never married,Sometimes wrong,Literal word of God,Weekly
2006,2194,19,2,Never married,,,
2006,2484,19,1,Never married,Always wrong,Inspired word of God,
2006,2722,19,1,Never married,,Inspired word of God,Once or twice
2006,2734,19,1,Never married,Sometimes wrong,Inspired word of God,
2006,2760,19,2,Never married,Not wrong at all,Literal word of God,2-3 times per week
2006,2772,19,2,Never married,,Inspired word of God,2-3 times a month
2006,2968,19,2,Divorced,,,
2006,3130,19,1,Never married,Not wrong at all,Inspired word of God,Once or twice
2006,3340,19,2,Never married,,,
2006,3371,19,1,Never married,,Inspired word of God,Once or twice
2006,3403,19,1,Never married,,Literal word of God,Weekly
2006,3604,19,1,Never married,,,
2006,3605,19,2,Never married,,,
2006,3638,19,1,Never married,,,
2006,3755,19,2,Never married,Sometimes wrong,Literal word of God,Weekly
2006,3778,19,1,Never married,,Literal word of God,Once or twice
2006,4017,19,1,Never married,,,
2006,4129,19,1,Never married,Always wrong,Literal word of God,2-3 times a month
2006,4272,19,1,Never married,Not wrong at all,Inspired word of God,Not at all
2006,4491,19,2,Never married,,Inspired word of God,Weekly
2008,84,19,2,Never married,Almost always wrong,Literal word of God,2-3 times per week
2008,104,19,1,Never married,Not wrong at all,Fables and legends,Weekly
2008,271,19,1,Never married,Almost always wrong,Inspired word of God,Not at all
2008,307,19,2,Never married,,Literal word of God,2-3 times per week
2008,314,19,1,Never married,Always wrong,Inspired word of God,Not at all
2008,331,19,2,Never married,,Inspired word of God,Weekly
2008,387,19,2,Never married,,Inspired word of God,Weekly
2008,456,19,1,Never married,,Inspired word of God,2-3 times per week
2008,463,19,2,Never married,Not wrong at all,Literal word of God,Weekly
2008,531,19,2,Married,,Inspired word of God,4+ times per week
2008,542,19,1,Never married,Not wrong at all,Literal word of God,2-3 times per week
2008,544,19,2,Never married,Sometimes wrong,Fables and legends,2-3 times a month
2008,574,19,2,Never married,Not wrong at all,Inspired word of God,Not at all
2008,650,19,2,Never married,Always wrong,Inspired word of God,2-3 times per week
2008,777,19,1,Never married,Not wrong at all,Fables and legends,Once or twice
2008,873,19,1,Never married,Not wrong at all,Fables and legends,Once or twice
2008,962,19,2,Never married,,Literal word of God,4+ times per week
2008,1100,19,1,Never married,Sometimes wrong,Inspired word of God,Weekly
2008,1263,19,2,Never married,,Inspired word of God,2-3 times per week
2008,1287,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
2008,1316,19,2,Never married,Not wrong at all,Inspired word of God,Weekly
2008,1325,19,1,Never married,,Fables and legends,2-3 times a month
2008,1349,19,1,Never married,,Fables and legends,Once or twice
2008,1434,19,2,Never married,Always wrong,Inspired word of God,2-3 times per week
2008,1576,19,2,Married,Not wrong at all,Fables and legends,4+ times per week
2008,1686,19,2,Never married,Always wrong,Inspired word of God,Not at all
2008,1707,19,1,Never married,Not wrong at all,Fables and legends,Once or twice
2008,1787,19,2,Never married,,Literal word of God,Once or twice
2008,1865,19,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
2008,1974,19,1,Never married,,Fables and legends,2-3 times per week
2008,2019,19,1,Never married,Not wrong at all,Literal word of God,Once or twice
1989,15,20,2,Never married,Not wrong at all,Literal word of God,
1989,100,20,2,Never married,,,Once or twice
1989,151,20,2,Never married,,,Once a month
1989,251,20,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1989,462,20,2,Never married,,,Weekly
1989,678,20,2,Never married,,,2-3 times a month
1989,697,20,1,Never married,Not wrong at all,,Weekly
1989,706,20,1,Never married,Always wrong,Literal word of God,2-3 times per week
1989,764,20,1,Never married,Not wrong at all,Inspired word of God,2-3 times a month
1989,799,20,2,Never married,Not wrong at all,Inspired word of God,Not at all
1989,800,20,1,Never married,Sometimes wrong,Inspired word of God,Not at all
1989,832,20,2,Married,Always wrong,Literal word of God,2-3 times per week
1989,905,20,1,Never married,,,Not at all
1989,920,20,1,Never married,Sometimes wrong,Inspired word of God,Once or twice
1989,1038,20,2,Never married,Sometimes wrong,Inspired word of God,Once a month
1989,1073,20,1,Never married,Sometimes wrong,Literal word of God,Once a month
1989,1162,20,2,Never married,,,2-3 times per week
1989,1170,20,1,Never married,Almost always wrong,Literal word of God,Not at all
1989,1207,20,2,Never married,,,Weekly
1989,1345,20,2,Married,,,2-3 times a month
1989,1433,20,1,Never married,Not wrong at all,Fables and legends,Once a month
1990,97,20,2,Never married,,,
1990,138,20,1,Never married,Not wrong at all,,2-3 times a month
1990,155,20,2,Never married,Sometimes wrong,Inspired word of God,2-3 times a month
1990,205,20,1,Separated,,,Weekly
1990,256,20,2,Never married,Sometimes wrong,Inspired word of God,
1990,294,20,1,Never married,Not wrong at all,Fables and legends,Not at all
1990,557,20,2,Never married,,,
1990,559,20,2,Never married,Sometimes wrong,Inspired word of God,
1990,560,20,2,Never married,,,2-3 times a month
1990,620,20,1,Never married,Not wrong at all,Inspired word of God,4+ times per week
1990,652,20,1,Never married,Not wrong at all,Literal word of God,
1990,687,20,2,Never married,Sometimes wrong,Literal word of God,
1990,863,20,2,Never married,,,
1990,891,20,2,Never married,Always wrong,Inspired word of God,Not at all
1990,918,20,2,Never married,Not wrong at all,Inspired word of God,
1990,921,20,1,Never married,Not wrong at all,Inspired word of God,Once a month
1990,945,20,2,Never married,,,
1990,1021,20,1,Never married,,,2-3 times per week
1990,1053,20,1,Never married,,,
1990,1055,20,2,Never married,,,Weekly
1990,1194,20,2,Married,Not wrong at all,Literal word of God,
1990,1319,20,2,Married,Always wrong,Literal word of God,Weekly
1991,89,20,1,Married,Not wrong at all,Literal word of God,Weekly
